,Title,Shop_Name,Is_Ad,Star_Rating,Num_Reviews,Price,Is_Bestseller,Num_Sales,Num_Basket,Description,Days_to_Arrival,Cost_Delivery,Returns_Accepted,Dispatched_From,Num_Images,Category
134,Anniversary Confetti Card - Wedding Card - Anniversary Gift - Gold Foil Card - CCS06,80,1,5,"10,556",2.34,1,"70,242",7,"The perfect card to say happy anniversary, friends and loved ones will love this card! With the hand-lettered quote saying Happy Anniversary with a confetti styling and gold foiled typography, what is there not to love! Printed on to 240gsm white card. Each card comes with a kraft envelope. Each",,0.95,1,United Kingdom,1,valentines card
135,Together Forever - Illustrated Card - Blank Card - Anniversary Card - Alternative Valentines Card,121,0,5,"1,371",3.60,1,"5,267",5,"Birthday Card, Anniversary, Love Card, Valentine card - sending the Hugs!  Cute little hugging Hedgehogs Illustration. Card for any occasion.  Smooth white 300 gram card 6 x 6 with premium white envelope.  This card is packaged in a cellophane sleeve.",,0.0,1,United Kingdom,8,valentines card
136,"Hugs Card, Hedgehog Birthday Card, Anniversary Card, Love Card, Valentines card, for husband, wife, girlfriend, boyfriend",71,0,5,824,2.95,1,"12,873",3,"POSTAL DELAYS - Royal Mail are experiencing delays, please allow 7 business days for your order to arrive. Thank you for your understanding.  A funny love card which is perfect to give to your boyfriend on Valentines day, your anniversary or just to let them know you think they are best just",2.0,0.0,1,United Kingdom,3,valentines card
137,Pointless Valentines card,97,0,5,309,2.88,1,"2,700",0,This card is A6 in size Blank on inside Comes with white envelope Packaged in brown do not bend envelope  Please note colours may differ from your computer screen to product,5.0,1.0,1,United Kingdom,1,valentines card
138,"Valentines card boyfriend, Anniversary card for boyfriend, Valentines day card for him, Best boyfriend ever",92,0,5,"1,879",3.95,1,"29,923",7,"An ideal Valentines card for a rugby lover! If your other half is a rugby fanatic then this is the ideal Valentines card for him or her. Featuring an illustration of a typical ruby scrum and the words Youre Scrummy (see what we did there?!), the card is the perfect way of telling your rugby loving",4.0,0.0,1,United Kingdom,2,valentines card
139,I Love You Repeat Valentine's Day Card - Anniversary Card - Valentines Card - CC193,80,0,5,"10,556",2.12,1,"70,242",3,"This simple and bold hand lettered romantic card is perfect for Valentines Day with the message I love you repeated.  This romantic and fun greeting card would also be perfect for weddings, anniversaries or engagements. Each card is packaged in a protective envelope to ensure your card arrives in",,0.95,1,United Kingdom,1,valentines card
140,"Funny Rugby Valentine's Card, Card for boyfriend, Girlfriend Card, Rugby, Husband Card, Valentine's Card for Him, Birthday Card for Him",132,0,5,"3,768",3.75,1,"1,567",5,"Love, friendship or valentines card with an illustrated seal design.  In a bid to cut down on single use plastic your cards will now be delivered PLASTIC FREE, without cellophane sleeves. Instead, your chosen designs will be sent in a protective cardboard envelope or box.  - Card size- A6 (105 x",4.0,0.0,1,United Kingdom,1,valentines card
141,"You Get My Seal of Approval Greeting Card / Valentine's Day Card / A6 Illustrated Seal Character Card / Love, Friendship or Valentines Card",28,0,5,330,3.65,1,"2,128",0,"⭐ BLACK FRIDAY SALE ⭐ ENJOY 10% OFF ⭐ SALE ENDS MONDAY ⭐   Your farts stink! But I still love you. Valentines Day card.  Product Details  • Printed on superb quality thick 350gsm silk coated card with the dimensions of 15cm x 15cm. • Blank inside for your own message. • Scored, folded and enclosed",2.0,0.0,1,United Kingdom,1,valentines card
142,"Your Farts Stink - Funny Valentines Card, Valentine Card For Him, Rude, Naughty, Card For Husband",6,0,5,210,2.65,1,"4,615",5,"King of my Heart. Minimalist luxury letterpress card in the style of a playing card. Makes the perfect anniversary card, from a bride to her groom on their wedding day, or for your Valentines Please note this is not a folded card. Printed on lovely thick natural white 450g cotton card stock. Blank",7.0,0.95,1,United Kingdom,2,valentines card
143,I love you this much (Which is alot). Funny valentines card. Dachshund valentines card. dog valentines card.Sausage dog card. valentine day,105,0,5,"4,826",2.99,1,"31,737",0,"Makers of greetings cards. Designed and made in the UK. Sold online. Funny, rude, cute, romantic and full of puns, we have cards for all occasions! We are planet friendly and plastic free - we use paper from sustainable sources and each greeting card comes with a recycled envelope. All cards are",5.0,0.0,1,United Kingdom,1,valentines card
144,"King of my Heart Letterpress Anniversary, Wedding or Valentines Card",81,0,5,"1,023",2.75,1,"2,015",0,"****PLEASE NOTE: Cards printed at home on high quality inkjet printer with matte finish NOT glossy***  ◙ -Handmade item ◙ -Materials: 250 GSM matte card, envelope included ◙ -Size: 5x7 ◙ - Cards blank inside ◙ - Personal message NOT available  All UK cards are sent via First Class Royal Mail (no",3.0,0.0,0,United Kingdom,1,valentines card
145,All For You Japanese cartoon Valentines Card!,88,0,5,354,2.92,1,"1,953",0,"WOODLAND ANTICS COLLECTION: Bear Love Card  This ‘Woodland Antics card is perfect for an anniversary card, birthday card or someone who loves bears! This item is illustrated with a woodland scene of two bears and little pink heart.  The card is highlighted with silver shimmer. DETAILS: - Colour",6.0,0.0,1,United Kingdom,1,valentines card
146,Valentines Card - Bear Card - Woodland Card - Love Card - Anniversary Card - Bear Love,53,0,5,410,2.80,1,"1,695",0,"The perfect funny rude card to send to a boyfriend, girlfriend, husband, wife, fiance, fiancee or friend with benefits (who have a sense of humour) on Valentines Day, special anniversary or birthday. At Naughty Corner Designs we love to create cards that are slightly risqué, that stand out from all",2.0,0.0,0,United Kingdom,9,valentines card
147,Funny rude valentines card for him sexy card for him funny vagina valentines Card fanny anniversary card rude humour card NC73,75,0,5,177,3.50,1,"3,803",0,"Squirrel card - Can be given as a cute anniversary, valentines or just because!  NUTS ABOUT YOU  -Created from original watercolour art by © Rebecca Christian, All Rights Reserved.  -Card dimensions: 150mm x 150mm - 6 Square  -Printed in the UK on FSC certified card stock with a ribbed Kraft brown",,1.25,1,United Kingdom,9,valentines card
148,Cute Anniversary Card - Nuts About You - Squirrel Anniversary Card - Squirrel Card - Valentines Card - Anniversary Card - Squirrel gifts,93,0,5,631,2.75,1,"18,037",0,A simple cupid arrow design for Valentines day. Choose from 13 different heart colours on white or kraft card. This card is also suited to Weddings and Anniversaries.  Click here https://etsy.me/2QOidz4 to see my full range of Valentines cards.  ** ADD ON ITEM - HAVE YOUR CARD SENT DIRECT ** Please,2.0,1.4,1,United Kingdom,8,valentines card
149,Personalised Valentines Card,72,0,5,"2,730",4.50,1,"5,757",0,I Love Your Face But It Would Look So Much Better Between My Legs 5.5 inch square card. This design will be printed by us on a high-quality coated 300gsm card and is supplied with a plain white envelope and packed in a Earthcello™ biodegradable cello bag.  The card we use is FSC certified which,5.0,0.0,1,United Kingdom,1,valentines card
150,"PRINTABLE Valentine for Kids, Dump Truck Classroom Valentine, Valentines Day Card for School, Valentine You're LOADS of Fun!",136,1,5,"1,648",5.64,1,"10,317",0,Your kids will love handing out these personalized valentines to their friends on Valentines Day! This listing is for a digital product only - no physical product will be shipped. You will receive a PDF containing (4) valentine cards per page. You must have a PDF reader in order to open the files.,,,0,,1,valentines card
151,Silver Cat Couple with Red Love Heart Card For Wedding Anniversary- Engagement Card- Valentines Day- Soulmate Card- I love You-By HKdesign8,45,1,5,294,5.95,1,515,20,"Yoda Best Brother Star Wars Birthday Card Christmas Anniversary Valentines Mandalorian Love Family Bday Greeting Comedy Funny Humour  6x6 inches white premium matte card Choice of white, brown kraft, green or red envelope Left blank inside for your own personalised message  We try our best get all",3.0,1.0,1,United Kingdom,6,valentines card
152,Yoda Best Brother Star Wars Birthday Card Christmas Card Anniversary Valentines Mandalorian Love Family Bday Greeting Comedy Funny Humour,129,1,5,13,2.20,1,"14,065",0,"Each card at Chau Art has been elaborately hand designed and cut by hand before being laser cut on high quality paper. This card features a unique design of two fluffy bears hugging each other, making it suitable for a wide range of occasions such as anniversary to your beloved, a birthday card to a",2.0,0.99,1,United Kingdom,1,valentines card
153,"Bear hug card, Cute Valentines card, Romantic Valentines card, Valentines boyfriend card, Anniversary card, Funny Valentines card, Love card",14,1,5,"2,366",3.75,1,"1,803",2,"This elegant Silver Cat Couple card is guaranteed to impress and is perfect for Anniversaries, Weddings, Engagements, Valentines Day, or a unique Soulmate Card to say I love You.  This card can be personalised on the front or inside with your own special message e.g Happy Wedding Anniversary to my",5.0,1.0,1,United Kingdom,9,valentines card
154,"Unique luxury handmade fold out, I LOVE U stand up card /  LOVE valentine's and anniversary 3 section card with hearts",103,1,5,61,4.50,1,509,11,"The “I LOVE U” fold out card is the perfect decorative card for Valentines, Anniversary or any occasion to spread Love.  This unique handmade cutout card comes with a C6 red peal and seal envelope, inside a cello bag.  ++++++++++++++++++++++++++++++++++++ Also available in RED",3.0,0.0,1,United Kingdom,7,valentines card
155,Rude Card Valentines Day Birthday Anniversary Christmas Crude Naughty Dirty Sexy Sexual Him Her Husband Lesbian Oral Adult Wife Girlfriend,20,0,5,539,3.00,1,229,2,"Hand-designed, hand made Valentines card!  - Made from recycled matte card (lets save the planet!) - 14 x 14 cm - Blank inside for you to write your own message - Comes with white envelope - I usually ship your item the same day that you make your purchase! - UK can expect to receive your card in",,0.85,0,,2,valentines card
156,You're my Ride or Die Halloween/ Anniversary/ Valentine's Card,119,0,5,37,3.00,1,"6,941",0,"Welcome to Bonne Nouvelle! ✌️ We are a small, independent paper goods company specialising in pop culture greeting cards.  ✨ DISCOUNTED BUNDLES • Any 4 cards for £10: https://etsy.me/32AoiIX • Any 10 cards for £20: https://etsy.me/3fMwCsT  💌 WHAT YOU WILL GET • A hand illustrated greeting card,",2.0,0.0,0,United Kingdom,3,valentines card
157,"Nessa Love Card | Gavin and Stacey Card, Celebrity Card, Tidy, Crackin, Anniversary Valentine's Love Card, Illustrated Card | Bonne Nouvelle",11,0,5,792,3.50,1,"11,705",0,"Funny Love Card, Anniversary Card, Naughty Card, Big Spoon, Little Spoon, Funny Birthday Card, For Husband, Boyfriend / A6  . Brown envelope included . A6 in size, short and sweet! . Printed on acid free 300gsm card . Blank inside, allowing you to use it for a whole bunch of different occasions ",2.0,0.0,1,United Kingdom,1,valentines card
158,"Happy Birthday _ay, you'll get the D tonight - Funny Birthday Day Card - Birthday day card for her",91,0,5,"1,237",2.44,1,"15,621",16,"Funny, Rude, Unique and hand made to order :-)  - Printed in Manchester (UK) onto exceptionally high quality 350gsm hammered cardstock - Blank inside for your own message - A6 - Comes supplied with a matching envelope in a polypropelene bag - All cards are sent via 1st class post to ensure they",2.0,1.0,1,United Kingdom,1,valentines card
159,"Funny Love Card, Anniversary Card, Naughty Card, Big Spoon, Little Spoon, Funny Birthday Card, For Husband, Boyfriend / A6",21,0,5,"1,329",3.49,1,514,0,Gothic Romance cards  These are A6 in size (approx 105mm x 148mm or in inches 4.1 x 5.8)  Printed on Quality 260GSM Linen card to give it a textured feel.  Blank on inside and My Small logo on the back  Each come supplied in a cellophane wrap.  Colours may vary due to Screen resolution  All,,0.0,1,United Kingdom,4,valentines card
160,Valentine's Card | You Stalker | Funny Valentine's Card | Valentine's Day,101,0,5,"3,308",2.95,1,"27,328",0,"♻️ Recycled Paper & Card ✅ 🏖 Biodegradable Packaging ✅ 📬 Express Shipping ✅ 💌 Designs Youll Love ✅  Our cards come blank inside for your own message, printed on quality 350gsm FSC recycled card. Packaged with a quality envelope in a biodegradable cellophane sleeve (no plastic waste yay!)  We print",,0.95,1,United Kingdom,2,valentines card
161,Romantic Gothic Card Valentines,123,0,5,98,3.00,1,"7,642",0,Funny Jesus Valentines Card design  I wanna nail you  Blank inside to write your own personal message.  Printed on 300gsm premium matt card. An excellent inkjet greeting card . These cards are substantial and rigid. Available in size - A6 10.5cm x 14.8cm  All cards include diamond flap envelopes. ,3.0,1.5,1,United Kingdom,1,valentines card
162,"Peachy bum Valentine's Day card - Love your peachy bum, Cute card, Cheeky Valentine card, Funny birthday card, Anniversary card, Boyfriend",76,0,5,203,2.80,1,"1,103",0,"This peachy bum Valentine’s Day card features a sweet peach illustration and a cheeky message It makes the perfect anniversary card, birthday card or anytime for telling that special someone you love them - and their peachy bum ;)  - Square, 148mm x 148mm card with a brown Kraft paper envelope -",3.0,0.8,1,United Kingdom,3,valentines card
163,Funny Valentine's Card 'I wanna nail you' | Rude Valentines Card |,135,0,5,"1,123",3.20,1,"8,429",7,"UK delivery - 1 - 5 days International delivery - 5 days - 4 weeks  Youve got me forever no refunds sorry  LISTING INCLUDES: 1 card on a choice of white or kraft 300gsm card stock measuring 13.5cm square matching envelope.  IMPORTANT: Cards are hand,ade and therefore no 2 cards will be the same ",,0.0,1,United Kingdom,4,valentines card
164,Elephant Juice.i love you card.valentines card.pun valentines card.boyfriend.funny.cute.elephant card.funny animal card.valentines day card,105,0,5,"4,826",2.99,1,"31,737",0,"Makers of greetings cards. Designed and made in the UK. Sold online. Funny, rude, cute, romantic and full of puns, we have cards for all occasions! We are planet friendly and plastic free - we use paper from sustainable sources and each greeting card comes with a recycled envelope. All cards are",5.0,0.0,1,United Kingdom,1,valentines card
165,"Romantic valentine card heart, love card, valentines day cards fiance, valentines day card girlfriend, wife valentines card for her",67,0,5,"1,231",3.15,1,"77,590",0, Card details Unique design and Illustrated by WITHPUNS. Printed onto smooth white paper (230gsm). Blank inside for your own personal message. Size C6 when folded - approx 150mm*105mm. Supplied with a 100% recyclable white envelope. Made in the U.K. - Card deals Buying more than one card and you,5.0,1.0,1,United Kingdom,1,valentines card
166,"valentines card for him, Funny love card, card for boyfriend, card for husband, joke card, valentines naughty,  Funny Anniversary Card, FL37",114,0,5,"5,295",2.75,1,"18,038",0,"A simple Valentines card which features 2 crochet hearts, handmade from cotton yarn. - 13 colours to choose from for the crochet hearts. - Want 2 different heart colours? No problem!, just purchase one colour and let me know what other colour youd like in the note to seller box at checkout.  ** ADD",2.0,1.4,1,United Kingdom,7,valentines card
167,Valentines Card - Same sex valentines card,72,0,5,"2,730",4.50,1,"28,963",8,"Cat Valentines Card, Romantic Card, Cat Card, Cat greetings card  This romantic card is perfect for any cat lover, and can be used for Valentines day, anniversaries or just to show someone you care. It features my original illustration of a white cat surrounded by stars, the handwritten text reads",,1.45,1,United Kingdom,8,valentines card
168,Brooklyn Nine Nine Valentines Day Card Terry Crews Yogurt Yoghurt Love | Brooklyn 99 Funny Valentines Card | For Boyfriend For Girlfriend,87,0,5,964,3.90,1,"10,111",3,"PRODUCT DETAILS:  - Blank inside for your own message. - This card is A5 size (148mm x 210mm). - Professionally printed onto 300gsm card, in the United Kingdom. - Comes with a luxurious, fiery red envelope. - Carefully packaged in clear cello bag for protection.  See all of our products here",3.0,0.95,1,United Kingdom,1,valentines card
169,"Romantic cat, moon and stars greetings card",128,0,5,"7,612",3.40,1,484,0,This is a printed greetings card of my original illustration I Love You Pig   Printed on 350gsm 100% Recycled White Card with a matte finish - Size 14.8cm x 14.8cm  Left blank inside for your own personal message!   Each card comes with its own envelope and enclosed in a cellophane sleeve. It will,3.0,0.0,1,United Kingdom,4,valentines card
170,Life Would Be Shit Without You Funny Rude Anniversary Valentine A5 Greeting Card,73,1,,0,3.75,1,2,0,"Our funny Life Would Be Shit Without You Greeting Card forms a part of our extensive, funny and light-hearted range of cards designed for him and for her. This card is designed to make any recipient smile and within this range, theres something for everyone. This A5 greeting card is printed on a",4.0,0.0,1,United Kingdom,1,valentines card
171,"Biscuit card birthday card / Anniversary card / Valentines day card ""You're a McFittie"" Card for boyfriend girlfriend husband wife",89,1,5,229,3.00,1,"45,324",0,"A cute personalised card, created just for you! You supply the finer details and well do the rest :) - Size 140mm x 140mm - Digitally printed on high quality, professional white card and hand finished - Blank inside for your own special message - Envelope included  How To Order: Please add your",6.0,0.0,1,United Kingdom,2,valentines card
172,"Hand Crafted Pop-Up 4 by 6 inch Greeting Cards! Wedding, Christmas, Valentines Day, Happy Birthday.",0,0,,,,1,"2,448",11,DESIGNED BY PLAIN RUDE  This card is printed on quality uncoated 350gsm card and folded to A6 (105mm x 148mm).  There are two inside options for this card. ‘Leave blank inside’ and we will send out the card with the envelope in a cellophane wrap for you to write and give to the recipient. ‘Add your,3.0,0.0,0,United Kingdom,1,valentines card
173,"Personalised greeting card, Indian, sweets , Hindi, Punjabi, anniversary, couple , valentines card",0,0,,,,1,"1,943",17,Youre One In A Melon - Cute card perfect for any food lovers! All cards can be fully customised with any text you wish upon choosing a variation. !!! Custom text will not be printed inside the card unless the option is chosen !!!  ➜ Red envelope is included with every card purchased! ➜ All cards,4.0,0.0,1,United Kingdom,2,valentines card
174,"Personalised Penguin Card - Wedding, Anniversary, Valentines Gift - Penguins In Love Art Card - Couples Gifts - For Him, Her, Men, Women",0,0,,,,1,121,0,"Joe Goldberg, You Valentines Day Card. All cards are 4in x 6in and include blank envelopes. All items are made to order.  -----  Come Over Studios roots begin with sustainability and equal opportunity. We work with a small, independent print shop in Lower Manhattan that pays its employees fair",,18.25,0,United States,1,valentines card
175,"I Love You Pig Card, Valentines Card, Love Card, Blank Card, Card for Girlfriend, Card for Boyfriend, Anniversary Card",57,0,5,118,3.35,1,"1,695",0,"The perfect funny rude card to send to a boyfriend, girlfriend, husband, wife, fiance, fiancee or friend with benefits (who have a sense of humour) on Valentines Day At Naughty Corner Designs we love to create cards that are slightly risqué, that stand out from all other occasion cards and most",2.0,0.0,0,United Kingdom,9,valentines card
176,Funny rude valentines card for him sexy card for her funny sexy alternative Valentines Card one night stand card rude humour card NC97,75,0,5,177,3.50,1,"2,884",0,"This listing is for my 7” X 5” card featuring an old greyhound/lurcher holding a rose.  This would be the perfect Valentines card for any greyhound/dog lover, or even from one dog to another. It would also make a lovely Anniversary card/Birthday card. It is blank inside for your own message.",,1.0,1,United Kingdom,6,valentines card
177,"Wine Valentine's Card, Birthday Card, Wine, Rioja, Anniversary Card, Boyfriend Card, Girlfriend Card, Valentines Day, Valentine, Love Card",132,0,5,"3,768",3.75,1,"29,923",0,This hilarious You Rioja My World Valentines Card is the perfect way to show your wine loving partner that you care this Valentines Day!  This charmingly illustrated wine Valentines card features two adorable drawings of a bottle of Rioja and a matching glass with the pun You Rioja My World. The,4.0,0.0,1,United Kingdom,2,valentines card
178,"Lurcher valentines card, greyhound valentine card, valentines card, dog valentines, anniversary card, i love you card, greyhound anniversary",117,0,5,501,2.50,1,"18,038",0,"A simple Valentines card that says LOVE YOU, BE MY VALENTINE, HAPPY VALENTINES DAY or BE MINE. Alternatively, you can choose to add your own text.  Click here https://etsy.me/2QOidz4 to see my full range of Valentines cards.  Each card is finished with a handmade 100% cotton crochet heart. 13",2.0,1.4,1,United Kingdom,10,valentines card
179,Lord of the Rings Fan Art Chat Up Line Puns Valentines Card,13,0,5,"1,435",3.95,1,"8,217",0,Please note that on some listings the envelope colour may change - contact us if you would like the one pictured!  Lord of the Rings Fan art Valentines Card Chat up lines Puns  Perfect for a date or a mate this valentines day!  Ive always been a massive fan of LOTR so these drawings and puns were a,3.0,0.0,0,United Kingdom,4,valentines card
180,Valentines card,72,0,5,"2,730",4.00,1,"26,288",0,World of Warcraft Inspired Valentines Card | Murloc card  CARD SIZE 148x105mm (A6 size)  DETAILS • 350gsm Conqueror High White Wove premium card • Professionally printed on a industry standard digital printer • Includes 1 recycled kraft brown envelope • Cards are packaged in a plastic sleeve &,,0.76,0,United Kingdom,1,valentines card
181,World of Warcraft Inspired Valentine's Card | Murloc card,44,0,5,"3,013",2.90,1,"10,649",11,"A truly unique Valentines card, perfect for anyone whos other half LOVES the Zelda Nintendo game series.  This Zelda card is inspired by my love of links quests through the various temples of Hyrule and features the words:  You Refill My Heart Containers  The perfect card for your boyfriend on your",6.0,0.85,1,United Kingdom,1,valentines card
182,"Zelda Valentines Card, Valentine's Day Card, You Refill My Heart Containers, Boyfriend Birthday Card, Anniversary Card, Gamer Card, Nintendo",56,0,5,"1,834",2.99,1,"17,002",0,The Funky Card Co  ✉️ CARD DETAILS ✉️   • Card size - A6 (folded A5)  • Professionally printed on 280gsm Recycled Kraft card  • 100gsm Recycled Kraft envelope included  • Individually sealed in a cello sleeve for safekeeping  • Blank inside for your own personal message  • Please note that this is,3.0,0.0,0,United Kingdom,1,valentines card
183,I Puffin Love You | Puffin Card | Anniversary Card | Puffin Valentines Card | Love Card | Valentines Pun Card | Puffin Birthday Card,104,0,5,561,3.60,1,"2,354",2,"Show your love this Valentines day with this adorable puffin card!  These love birds make the perfect anniversary card, valentines card or just a cute card to say I love you!  You can find another puffin love card here: https://www.etsy.com/uk/listing/584262865  Or an exotic flamingo love birds card",3.0,0.0,1,United Kingdom,3,valentines card
184,Love The Sh*t - Funny Valentines Card - Cute Love Boyfriend Girlfriend Husband Wife Family Partner Christmas Friend Cheeky Simple Rude Adult,108,0,5,"1,443",2.99,1,849,0,What is the card made of? YOUR MOMS CHEST HAIR!  + Left blank for your own personal message + Printed on lovely thick 350gsm white silk card stock + Measuring in at 105mm x 148mm (thats A6 to you and me) + Comes with a plain white envelope and wrapped in a cellophane bag to keep it nice and clean on,5.0,0.0,0,United Kingdom,1,valentines card
185,Love You Long Time - Funny Valentines - Valentines Card - Dog Valentines Card - Romantic Card - Valentines Day Card - Valentines Card Wife,137,0,5,423,2.55,1,"2,647",0,A simple and stylish hand illustrated Valentines / Birthday card with the wording Love You Long Time.  - Blank inside  - Each card measures 104mm x 148mm (A6)  - Printed on 300gsm white hammered card - Packed in a clear bag and paired with a recycled kraft envelope  - Designed and printed in the UK ,3.0,1.0,0,United Kingdom,1,valentines card
186,Big Lesbian Crush Valentines Day Card / Valentines Card / Lesbian / Gay / Funny Valentines Card,84,0,5,83,2.90,1,"8,429",0,"Please see photos for estimated delivery times to save disappointment.  A funny fart card for your boyfriend, girlfriend or anyone who likes to stink the place out.  LISTING INCLUDES: 1 hand lettered card on a choice of white or kraft card stock (13.5cm square 300gsm) Matching envelope.  HOW TO",,0.0,1,United Kingdom,4,valentines card
187,"Funny Dinosaur Birthday Card, Funny dino valentines card, Jurassic Park card, boyfriend birthday card, greeting card, wife, anniversary",126,0,5,706,2.00,1,"4,241",4,"Cards size: A6 (105x148mm), professionally printed in the UK on 250gsm standard, greetings card board (380 micron).  Card is blank inside for your own message. Goes with a bright pink envelope. This card is finished with a holographic glitter foil.  We are trying to reduce plastic waste, so this",2.0,0.9,1,United Kingdom,1,valentines card
188,"boyfriend valentines card, valentines day card girlfriend, funny valentines day card for him, fart card, love card, wife valentines card",67,0,5,"1,231",3.15,1,849,0,"The classic lesbian stereotype, in greeting card form for your enjoyment. + Left blank for your own personal message + Printed on lovely thick 350gsm white silk card stock + Measuring in at 105mm x 148mm (thats A6 to you and me) + Comes with a plain white envelope and wrapped in a cellophane bag to",5.0,0.0,0,United Kingdom,1,valentines card
189,Funny personalised scratch card valentines card for him sexy message card for husband rude humour card for her wife boyfriend NC107,75,0,5,177,3.95,1,"1,695",0,"Say it your way with this personalised special message scratch card Valentines card. Its the perfect funny rude card to send to a boyfriend, girlfriend, husband, wife, fiance, fiancee or friend with benefits (who have a sense of humour) on Valentines Day. At Naughty Corner Designs we love to create",2.0,0.0,0,United Kingdom,9,valentines card
190,Valentines Card / Lesbian Valentines Card / Scissors Valentines Day Card,84,0,5,83,2.90,1,"22,622",0,"DETAILS:  - 5.8 x 4.1 inches (A6) - Comes with a recycled brown kraft envelope to fit - All cards are hand designed, printed, cut and folded by Sioux Alice - 350gsm heavy card stock - Blank inside SHIPPING:  - UK - Ships via First Class Royal Mail within 1-2 business days and can be expected in 2-5",3.0,0.7,1,United Kingdom,2,valentines card
191,I Always Miss You | Star Wars Valentines Card | Stormtrooper Valentines Day Card | Love Card,38,0,5,"2,563",2.75,1,"19,616",2,A Star Wars Valentines Day card.  Send this card directly to the recipient by choosing the ‘Handwritten Message’ option before adding to cart. Please put your message in the notes when purchasing your card.  Check out our Stormtrooper sticker - https://etsy.me/2NQRXXk  CARD SIZE 148x105mm (A6 size) ,3.0,0.7,1,United Kingdom,1,valentines card
192,Funny Valentines day card - Anniversary card - Birthday card - Card for him - Blank inside,100,0,5,"4,266",2.35,1,"8,429",0,Please see photos for estimated delivery times to save disappointment.  A naughty valentines card starting with the roses or red violets are blue poem. A rude valentine card perfect for either sex. WHATS INCLUDED One card in a choice of white or Kraft card stock (300gsm 13.5cm sq) matching envelope ,,0.0,1,United Kingdom,4,valentines card
193,"Rude valentines card boyfriend, naughty valentines card husband, gay valentines card for girlfriend, funny valentine day card for him",67,0,5,"1,231",3.15,1,"26,288",1,Predator valentines card youre one ugly mother fucker  CARD SIZE 148x105mm (A6 size)  DETAILS • 350gsm Conqueror High White Wove premium card • Professionally printed on a industry standard digital printer • Includes 1 recycled kraft brown envelope • Cards are packaged in a plastic sleeve & shipped,,0.76,0,United Kingdom,1,valentines card
194,Predator Valentines Card | Predator Card | You're One Ugly Mother Fucker,44,0,5,"3,013",2.90,1,462,0,All designs and images Copyright Katie Whitton Design.  High Quality A6 (105mm x 148mm) card made from my original sighthound gouache painting. This card could be framed and used as an Art Print. My original design has been digitally printed on 300gsm Fresco Gesso watercolour card which has been,,1.5,1,United Kingdom,4,valentines card
